word,level,difficulty,meaning_zh,pos,topic,example,example_zh,parts_json,note,is_basic,accepted,source,phonetic,definition_source,content_status,display_word,example_kind,story_title,story_zh,teacher_prompt,cloze,cloze_answer,cloze_zh,cloze_type,materials_version,example_source,examples_json,student_prompt
customer,KET,3,顾客,n.,人物与职业,A customer wants a red jacket.,一位顾客想要一件红夹克。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'kʌstәmә,原创课堂释义与例句,offline-materials,customer,authored,customer · 单词里的小故事,小乐和朋友交换今天的小发现。一位顾客想要一件红夹克。小乐说：“A customer wants a red jacket.”朋友听懂了，也想起自己遇到过的事。,,A __________ wants a red jacket.,customer,一位顾客想要一件红夹克。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 customer 说一句自己的话。
dancer,KET,2,舞蹈演员,n.,人物与职业,The dancer moves very quickly.,这名舞蹈演员动作很快。,"[{""text"": ""dance"", ""kind"": ""root"", ""meaning"": ""跳舞""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",词基以不发音的 e 结尾，接 -er 时先去掉 e，再加 -er。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'dɑ:nsә,原创课堂释义与例句,offline-materials,dancer,authored,dancer · 单词里的小故事,小乐和朋友交换今天的小发现。这名舞蹈演员动作很快。小乐说：“The dancer moves very quickly.”朋友听懂了，也想起自己遇到过的事。,,The __________ moves very quickly.,dancer,这名舞蹈演员动作很快。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 dancer 说一句自己的话。
dentist,KET,3,牙医,n.,人物与职业,I visit the dentist on Monday.,我星期一去看牙医。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'dentist,原创课堂释义与例句,offline-materials,dentist,authored,dentist · 单词里的小故事,小乐坐上大椅子，张开嘴。牙医用小镜子看了看每颗牙齿，告诉她怎样刷得更干净。她记住了这个帮助牙齿的人。这就是 dentist 留下的画面。,,I visit the __________ on Monday.,dentist,我星期一去看牙医。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The dentist asks me to open my mouth."", ""zh"": ""牙医让我张开嘴。""}]",去看牙医时，你会听到哪些简单的提醒？
doctor,KET,2,医生,n.,人物与职业,The doctor listens carefully.,医生仔细地听着。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'dɒktә,原创课堂释义与例句,offline-materials,doctor,authored,doctor · 单词里的小故事,小乐和朋友交换今天的小发现。医生仔细地听着。小乐说：“The doctor listens carefully.”朋友听懂了，也想起自己遇到过的事。,,The __________ listens carefully.,doctor,医生仔细地听着。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 doctor 说一句自己的话。
driver,KET,2,司机,n.,人物与职业,The driver stops near the school.,司机在学校附近停车。,"[{""text"": ""drive"", ""kind"": ""root"", ""meaning"": ""驾驶""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",词基以不发音的 e 结尾，接 -er 时先去掉 e，再加 -er。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'draivә,原创课堂释义与例句,offline-materials,driver,authored,driver · 单词里的小故事,下雨了，校车慢慢停在路边。司机等孩子们坐好，才继续开车。小乐望着前方，想起这个词和“驾驶”之间的联系。这就是 driver 留下的画面。,,The __________ stops near the school.,driver,司机在学校附近停车。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The driver stops near my school."", ""zh"": ""司机在我的学校附近停车。""}]",司机开车前需要注意什么？
engineer,KET,3,工程师,n.,人物与职业,My aunt is an engineer.,我的姑姑是一名工程师。,[],本课整体记忆。相同字母不等于相同词根；请结合例句回忆实际含义。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,.endʒi'niә,原创课堂释义与例句,offline-materials,engineer,authored,engineer · 单词里的小故事,小乐和朋友交换今天的小发现。我的姑姑是一名工程师。小乐说：“My aunt is an engineer.”朋友听懂了，也想起自己遇到过的事。,,My aunt is an __________.,engineer,我的姑姑是一名工程师。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 engineer 说一句自己的话。
farmer,KET,2,农民,n.,人物与职业,The farmer grows carrots.,这位农民种胡萝卜。,"[{""text"": ""farm"", ""kind"": ""root"", ""meaning"": ""耕作""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",动作词 + -er，表示做这件事的人；printer 在本课指执行打印动作的机器。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'fɑ:mә,原创课堂释义与例句,offline-materials,farmer,authored,farmer · 单词里的小故事,小乐和朋友交换今天的小发现。这位农民种胡萝卜。小乐说：“The farmer grows carrots.”朋友听懂了，也想起自己遇到过的事。,,The __________ grows carrots.,farmer,这位农民种胡萝卜。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The farmer gets up before the sun comes out."", ""zh"": ""这位农民在太阳出来前起床。""}]",想象你也在这个场景里。用 farmer 说一句自己的话。
manager,KET,3,经理,n.,人物与职业,The manager opens the shop.,经理打开商店的门。,"[{""text"": ""manage"", ""kind"": ""root"", ""meaning"": ""管理""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",这是词基与派生词的关系。拼写发生了变化，请把本课目标单词完整写对；构词成分不是原词的逐字切片。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'mænidʒә,原创课堂释义与例句,offline-materials,manager,authored,manager · 单词里的小故事,小乐和朋友交换今天的小发现。经理打开商店的门。小乐说：“The manager opens the shop.”朋友听懂了，也想起自己遇到过的事。,,The __________ opens the shop.,manager,经理打开商店的门。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 manager 说一句自己的话。
mechanic,KET,3,机械修理工,n.,人物与职业,The mechanic repairs my bike.,修理工修理我的自行车。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,mi'kænik,原创课堂释义与例句,offline-materials,mechanic,authored,mechanic · 单词里的小故事,小乐和朋友交换今天的小发现。修理工修理我的自行车。小乐说：“The mechanic repairs my bike.”朋友听懂了，也想起自己遇到过的事。,,The __________ repairs my bike.,mechanic,修理工修理我的自行车。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 mechanic 说一句自己的话。
member,KET,2,成员,n.,人物与职业,I am a member of the chess club.,我是国际象棋俱乐部的成员。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'membә,原创课堂释义与例句,offline-materials,member,authored,member · 单词里的小故事,小乐和朋友交换今天的小发现。我是国际象棋俱乐部的成员。小乐说：“I am a member of the chess club.”朋友听懂了，也想起自己遇到过的事。,,I am a __________ of the chess club.,member,我是国际象棋俱乐部的成员。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 member 说一句自己的话。
nurse,KET,2,护士,n.,人物与职业,The nurse brings me some water.,护士给我拿来一些水。,[],结合例句与生活场景整体记忆，不按相同字母强行拆词。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,nә:s,原创课堂释义与例句,offline-materials,nurse,authored,nurse · 单词里的小故事,小乐和朋友交换今天的小发现。护士给我拿来一些水。小乐说：“The nurse brings me some water.”朋友听懂了，也想起自己遇到过的事。,,The __________ brings me some water.,nurse,护士给我拿来一些水。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 nurse 说一句自己的话。
painter,KET,2,画家；油漆工,n.,人物与职业,The painter is painting our kitchen.,油漆工正在粉刷我们的厨房。,"[{""text"": ""paint"", ""kind"": ""root"", ""meaning"": ""画；涂漆""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",动作词 + -er，表示做这件事的人；printer 在本课指执行打印动作的机器。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'peintә,原创课堂释义与例句,offline-materials,painter,authored,painter · 单词里的小故事,小乐和朋友交换今天的小发现。油漆工正在粉刷我们的厨房。小乐说：“The painter is painting our kitchen.”朋友听懂了，也想起自己遇到过的事。,,The __________ is painting our kitchen.,painter,油漆工正在粉刷我们的厨房。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The painter uses red and blue."", ""zh"": ""这位画家使用红色和蓝色。""}]",想象你也在这个场景里。用 painter 说一句自己的话。
photographer,KET,3,摄影师,n.,人物与职业,The photographer takes a picture of us.,摄影师给我们拍了一张照片。,"[{""text"": ""photograph"", ""kind"": ""root"", ""meaning"": ""拍照""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,fә'tɔ^rәfә,原创课堂释义与例句,offline-materials,photographer,authored,photographer · 单词里的小故事,小乐和朋友交换今天的小发现。摄影师给我们拍了一张照片。小乐说：“The photographer takes a picture of us.”朋友听懂了，也想起自己遇到过的事。,,The __________ takes a picture of us.,photographer,摄影师给我们拍了一张照片。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 photographer 说一句自己的话。
player,KET,2,运动员；游戏参与者,n.,人物与职业,Each player has a number.,每个运动员都有一个号码。,"[{""text"": ""play"", ""kind"": ""root"", ""meaning"": ""玩；参加运动""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",动作词 + -er，表示做这件事的人；printer 在本课指执行打印动作的机器。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'pleiә,原创课堂释义与例句,offline-materials,player,authored,player · 单词里的小故事,小乐和朋友交换今天的小发现。每个运动员都有一个号码。小乐说：“Each player has a number.”朋友听懂了，也想起自己遇到过的事。,,Each __________ has a number.,player,每个运动员都有一个号码。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 player 说一句自己的话。
runner,KET,2,跑步者,n.,人物与职业,The runner drinks some water.,跑步者喝了些水。,"[{""text"": ""run"", ""kind"": ""root"", ""meaning"": ""跑""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",注意拼写：末尾辅音字母双写后再接 -er。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'rʌnә,原创课堂释义与例句,offline-materials,runner,authored,runner · 单词里的小故事,小乐和朋友交换今天的小发现。跑步者喝了些水。小乐说：“The runner drinks some water.”朋友听懂了，也想起自己遇到过的事。,,The __________ drinks some water.,runner,跑步者喝了些水。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 runner 说一句自己的话。
singer,KET,2,歌手,n.,人物与职业,The singer comes from London.,这名歌手来自伦敦。,"[{""text"": ""sing"", ""kind"": ""root"", ""meaning"": ""唱""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",动作词 + -er，表示做这件事的人；printer 在本课指执行打印动作的机器。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'siŋә,原创课堂释义与例句,offline-materials,singer,authored,singer · 单词里的小故事,小乐和朋友交换今天的小发现。这名歌手来自伦敦。小乐说：“The singer comes from London.”朋友听懂了，也想起自己遇到过的事。,,The __________ comes from London.,singer,这名歌手来自伦敦。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""Her sister is a singer."", ""zh"": ""她姐姐是一名歌手。""}]",想象你也在这个场景里。用 singer 说一句自己的话。
tourist,KET,3,游客,n.,人物与职业,The tourist takes a photo of the bridge.,游客给桥拍了一张照片。,"[{""text"": ""tour"", ""kind"": ""root"", ""meaning"": ""游览""}, {""text"": ""-ist"", ""kind"": ""suffix"", ""meaning"": ""从事某种活动的人"", ""story"": ""-ist 经过法语和拉丁语，能追溯到古希腊语。它常出现在某种活动的参与者、乐器演奏者或专业人士的名字里。这个小小的结尾，好像在介绍一个人的本领。"", ""source"": ""https://www.merriam-webster.com/dictionary/-ist""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'tuәrist,原创课堂释义与例句,offline-materials,tourist,authored,tourist · 单词里的小故事,小乐和朋友交换今天的小发现。游客给桥拍了一张照片。小乐说：“The tourist takes a photo of the bridge.”朋友听懂了，也想起自己遇到过的事。,,The __________ takes a photo of the bridge.,tourist,游客给桥拍了一张照片。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The tourist takes a photo of the old house."", ""zh"": ""这位游客给老房子拍了一张照片。""}]",想象你也在这个场景里。用 tourist 说一句自己的话。
visitor,KET,2,来访者；游客,n.,人物与职业,The visitor asks for a map.,游客想要一张地图。,"[{""text"": ""visit"", ""kind"": ""root"", ""meaning"": ""参观；拜访""}, {""text"": ""-or"", ""kind"": ""suffix"", ""meaning"": ""做某事的人"", ""story"": ""-or 的一条来路是法语，更早能追到拉丁语。它常把注意力从一个动作，转到做这个动作的人身上。看到这样的结尾，可以先问：这是谁在做什么？"", ""source"": ""https://www.merriam-webster.com/dictionary/-or""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'vizitә,原创课堂释义与例句,offline-materials,visitor,authored,visitor · 单词里的小故事,小乐和朋友交换今天的小发现。游客想要一张地图。小乐说：“The visitor asks for a map.”朋友听懂了，也想起自己遇到过的事。,,The __________ asks for a map.,visitor,游客想要一张地图。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The visitor asks where the bus stop is."", ""zh"": ""这位游客问公交车站在哪里。""}]",想象你也在这个场景里。用 visitor 说一句自己的话。
waiter,KET,2,服务员,n.,人物与职业,The waiter brings our lunch.,服务员端来了我们的午饭。,"[{""text"": ""wait"", ""kind"": ""root"", ""meaning"": ""等候；侍候""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",先理解词基，再看词缀如何改变含义或词性。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'weitә,原创课堂释义与例句,offline-materials,waiter,authored,waiter · 单词里的小故事,小乐和朋友交换今天的小发现。服务员端来了我们的午饭。小乐说：“The waiter brings our lunch.”朋友听懂了，也想起自己遇到过的事。,,The __________ brings our lunch.,waiter,服务员端来了我们的午饭。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,[],想象你也在这个场景里。用 waiter 说一句自己的话。
worker,KET,2,工人；工作者,n.,人物与职业,The worker repairs the door.,工人修理这扇门。,"[{""text"": ""work"", ""kind"": ""root"", ""meaning"": ""工作""}, {""text"": ""-er"", ""kind"": ""suffix"", ""meaning"": ""做某事的人或物"", ""story"": ""表示做事者的 -er 有古英语 -ere 等历史来源。它常把动作变成做这个动作的人或工具。先找到动作，再问“谁来做”，就能串起一组词。比较级里的 -er 是另一种用法。"", ""source"": ""https://www.merriam-webster.com/dictionary/-er""}]",动作词 + -er，表示做这件事的人；printer 在本课指执行打印动作的机器。,0,,https://www.cambridgeenglish.org/images/506886-a2-key-2020-vocabulary-list.pdf,'wә:kә,原创课堂释义与例句,offline-materials,worker,authored,worker · 单词里的小故事,小乐和朋友交换今天的小发现。工人修理这扇门。小乐说：“The worker repairs the door.”朋友听懂了，也想起自己遇到过的事。,,The __________ repairs the door.,worker,工人修理这扇门。,context,2026-09-v2,本地预制课堂素材；原创短句与场景模板,"[{""en"": ""The worker opens the shop at nine."", ""zh"": ""这名工作人员九点开店。""}]",想象你也在这个场景里。用 worker 说一句自己的话。
